GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - U.S. citizen, born in the United States","Margin of Error; Total: - U.S. citizen, born in the United States","Estimate; Total: - U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error; Total: - U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate; Total: - U.S. citizen, born abroad of American parent(s)","Margin of Error; Total: - U.S. citizen, born abroad of American parent(s)",Estimate; Total: - U.S. citizen by naturalization,Margin of Error; Total: - U.S. citizen by naturalization,Estimate; Total: - Not a U.S. citizen,Margin of Error; Total: - Not a U.S. citizen
1400000US06059110111,06059110111,"Census Tract 1101.11, Orange County, California",6148,376,4040,416,24,36,104,82,1100,227,880,309
1400000US06059110113,06059110113,"Census Tract 1101.13, Orange County, California",2181,201,1709,204,0,12,9,9,301,97,162,92
1400000US06059110114,06059110114,"Census Tract 1101.14, Orange County, California",4944,262,3884,282,0,12,100,79,662,152,298,109
1400000US06059110115,06059110115,"Census Tract 1101.15, Orange County, California",3761,272,2386,280,0,12,86,59,956,180,333,184
1400000US06059110116,06059110116,"Census Tract 1101.16, Orange County, California",4748,292,2997,314,18,30,10,13,1118,208,605,275
1400000US06059110117,06059110117,"Census Tract 1101.17, Orange County, California",6305,394,4431,486,0,17,80,67,879,248,915,383
1400000US06059110118,06059110118,"Census Tract 1101.18, Orange County, California",2557,176,1590,151,0,12,69,46,716,95,182,65
1400000US06059110201,06059110201,"Census Tract 1102.01, Orange County, California",7845,493,4532,581,41,67,154,115,2024,459,1094,338
1400000US06059110202,06059110202,"Census Tract 1102.02, Orange County, California",7874,1010,5196,921,15,26,39,40,1417,262,1207,480
1400000US06059110203,06059110203,"Census Tract 1102.03, Orange County, California",5049,459,3767,477,0,17,82,80,764,172,436,200
1400000US06059110301,06059110301,"Census Tract 1103.01, Orange County, California",7302,407,4851,460,68,64,139,108,1667,333,577,231
1400000US06059110302,06059110302,"Census Tract 1103.02, Orange County, California",5828,380,3468,346,9,14,122,81,1161,214,1068,287
1400000US06059110303,06059110303,"Census Tract 1103.03, Orange County, California",4589,457,3210,434,6,10,79,64,856,233,438,174
1400000US06059110304,06059110304,"Census Tract 1103.04, Orange County, California",4767,278,3163,290,0,12,172,101,880,233,552,144
1400000US06059110401,06059110401,"Census Tract 1104.01, Orange County, California",5660,600,3511,520,0,17,110,100,1044,270,995,385
1400000US06059110402,06059110402,"Census Tract 1104.02, Orange County, California",5590,388,3674,356,0,17,36,28,968,199,912,243
1400000US06059110500,06059110500,"Census Tract 1105, Orange County, California",8992,637,4301,525,59,80,88,77,1499,426,3045,521
1400000US06059110603,06059110603,"Census Tract 1106.03, Orange County, California",9161,773,5323,704,105,125,0,17,990,276,2743,802
1400000US06059110604,06059110604,"Census Tract 1106.04, Orange County, California",7578,474,4294,418,0,17,118,119,1951,401,1215,357
1400000US06059110605,06059110605,"Census Tract 1106.05, Orange County, California",6822,499,3081,459,0,17,117,89,2049,434,1575,473
1400000US06059110606,06059110606,"Census Tract 1106.06, Orange County, California",4483,391,2629,267,0,12,23,30,819,182,1012,225
1400000US06059110607,06059110607,"Census Tract 1106.07, Orange County, California",4415,297,2901,251,0,12,29,36,646,150,839,192
1400000US06059980000,06059980000,"Census Tract 9800, Orange County, California",27,18,20,25,0,12,0,12,0,12,7,13
1400000US06059990100,06059990100,"Census Tract 9901, Orange County, California",0,12,0,12,0,12,0,12,0,12,0,12
