GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - U.S. citizen, born in the United States","Margin of Error; Total: - U.S. citizen, born in the United States","Estimate; Total: - U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error; Total: - U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate; Total: - U.S. citizen, born abroad of American parent(s)","Margin of Error; Total: - U.S. citizen, born abroad of American parent(s)",Estimate; Total: - U.S. citizen by naturalization,Margin of Error; Total: - U.S. citizen by naturalization,Estimate; Total: - Not a U.S. citizen,Margin of Error; Total: - Not a U.S. citizen
1400000US06059075401,06059075401,"Census Tract 754.01, Orange County, California",4107,323,3032,296,0,12,23,25,613,179,439,149
1400000US06059075403,06059075403,"Census Tract 754.03, Orange County, California",7189,588,4380,641,0,17,54,51,952,221,1803,452
1400000US06059075404,06059075404,"Census Tract 754.04, Orange County, California",6525,456,4637,479,0,17,40,52,842,275,1006,245
1400000US06059075405,06059075405,"Census Tract 754.05, Orange County, California",3180,237,2311,190,0,12,23,26,444,131,402,118
1400000US06059075504,06059075504,"Census Tract 755.04, Orange County, California",4077,255,3439,252,27,32,7,12,252,71,352,147
1400000US06059075505,06059075505,"Census Tract 755.05, Orange County, California",3528,267,2539,267,0,12,18,20,439,149,532,138
1400000US06059075506,06059075506,"Census Tract 755.06, Orange County, California",3605,249,2740,254,12,20,20,22,586,130,247,115
1400000US06059075507,06059075507,"Census Tract 755.07, Orange County, California",5556,381,3758,334,29,27,17,20,800,181,952,241
1400000US06059075512,06059075512,"Census Tract 755.12, Orange County, California",4135,316,2345,297,0,12,39,39,731,158,1020,250
1400000US06059075513,06059075513,"Census Tract 755.13, Orange County, California",5171,386,2752,361,0,17,48,36,1007,243,1364,325
1400000US06059075514,06059075514,"Census Tract 755.14, Orange County, California",3858,257,2043,295,7,12,0,12,542,129,1266,259
1400000US06059075515,06059075515,"Census Tract 755.15, Orange County, California",18827,1543,11293,1301,0,19,82,85,3212,596,4240,1143
1400000US06059075603,06059075603,"Census Tract 756.03, Orange County, California",4030,231,3537,240,0,12,50,40,309,95,134,74
1400000US06059075604,06059075604,"Census Tract 756.04, Orange County, California",8024,562,6612,561,0,17,79,67,971,246,362,234
1400000US06059075605,06059075605,"Census Tract 756.05, Orange County, California",5767,425,4837,466,0,17,13,22,714,186,203,142
1400000US06059075606,06059075606,"Census Tract 756.06, Orange County, California",6547,497,4956,493,0,17,60,54,1162,242,369,213
1400000US06059075607,06059075607,"Census Tract 756.07, Orange County, California",6421,522,4462,522,16,28,121,85,1150,242,672,283
1400000US06059075701,06059075701,"Census Tract 757.01, Orange County, California",7366,707,5223,656,13,21,112,95,525,165,1493,577
1400000US06059075702,06059075702,"Census Tract 757.02, Orange County, California",3479,236,3039,186,0,12,3,6,338,85,99,95
1400000US06059075703,06059075703,"Census Tract 757.03, Orange County, California",4216,227,3608,233,0,12,15,21,473,115,120,71
1400000US06059075805,06059075805,"Census Tract 758.05, Orange County, California",4188,574,3208,313,0,12,13,16,217,124,750,365
1400000US06059075806,06059075806,"Census Tract 758.06, Orange County, California",6569,706,4469,478,0,17,28,28,735,269,1337,524
1400000US06059075807,06059075807,"Census Tract 758.07, Orange County, California",3981,302,2747,270,15,21,81,67,600,130,538,224
1400000US06059075808,06059075808,"Census Tract 758.08, Orange County, California",3393,263,3018,276,11,14,35,31,254,78,75,41
1400000US06059075809,06059075809,"Census Tract 758.09, Orange County, California",2866,218,2419,239,0,12,19,23,359,127,69,44
1400000US06059075810,06059075810,"Census Tract 758.10, Orange County, California",3203,254,2425,272,13,21,25,31,640,238,100,82
1400000US06059075811,06059075811,"Census Tract 758.11, Orange County, California",3279,258,2043,185,5,9,46,33,374,137,811,188
1400000US06059075812,06059075812,"Census Tract 758.12, Orange County, California",6390,383,4709,337,0,17,41,31,453,97,1187,227
1400000US06059075813,06059075813,"Census Tract 758.13, Orange County, California",4870,281,3651,281,0,12,86,89,830,139,303,126
1400000US06059075814,06059075814,"Census Tract 758.14, Orange County, California",2934,231,2070,222,0,12,0,12,831,126,33,36
1400000US06059075815,06059075815,"Census Tract 758.15, Orange County, California",5325,448,4032,361,0,17,128,133,333,127,832,520
1400000US06059075816,06059075816,"Census Tract 758.16, Orange County, California",3969,279,2657,209,16,27,11,16,621,173,664,237
1400000US06059075901,06059075901,"Census Tract 759.01, Orange County, California",4123,381,3428,355,0,12,48,39,311,98,336,182
1400000US06059075902,06059075902,"Census Tract 759.02, Orange County, California",6820,625,5486,615,0,17,32,33,592,261,710,511
1400000US06059076000,06059076000,"Census Tract 760, Orange County, California",9353,570,6836,688,0,17,175,140,979,246,1363,349
1400000US06059076101,06059076101,"Census Tract 761.01, Orange County, California",10338,788,7433,682,0,19,62,63,1433,428,1410,451
1400000US06059076102,06059076102,"Census Tract 761.02, Orange County, California",7949,455,5212,375,8,13,108,61,1149,177,1472,381
1400000US06059076103,06059076103,"Census Tract 761.03, Orange County, California",9186,857,5193,632,38,63,85,78,1778,393,2092,419
1400000US06059076201,06059076201,"Census Tract 762.01, Orange County, California",7843,552,6416,616,0,17,25,32,796,327,606,264
1400000US06059076202,06059076202,"Census Tract 762.02, Orange County, California",5974,457,4827,372,0,17,52,40,488,135,607,231
1400000US06059076204,06059076204,"Census Tract 762.04, Orange County, California",4732,462,2866,448,0,12,42,39,307,102,1517,419
1400000US06059076205,06059076205,"Census Tract 762.05, Orange County, California",7249,469,6011,487,0,17,147,110,392,118,699,291
1400000US06059076206,06059076206,"Census Tract 762.06, Orange County, California",4875,430,3632,270,0,12,105,71,483,174,655,338
1400000US06059076208,06059076208,"Census Tract 762.08, Orange County, California",5623,351,4440,360,0,17,13,15,513,152,657,296
1400000US06059086301,06059086301,"Census Tract 863.01, Orange County, California",6883,434,4187,441,28,44,62,46,1427,248,1179,291
1400000US06059086303,06059086303,"Census Tract 863.03, Orange County, California",6990,561,4697,742,0,17,136,111,794,294,1363,448
1400000US06059086304,06059086304,"Census Tract 863.04, Orange County, California",4836,277,2866,291,0,12,89,67,716,137,1165,298
1400000US06059086305,06059086305,"Census Tract 863.05, Orange County, California",4224,382,2703,292,12,19,291,164,919,243,299,204
1400000US06059086306,06059086306,"Census Tract 863.06, Orange County, California",4786,874,3273,556,0,12,25,29,706,231,782,426
1400000US06059086402,06059086402,"Census Tract 864.02, Orange County, California",5587,424,3422,403,0,17,90,59,1151,270,924,264
1400000US06059086404,06059086404,"Census Tract 864.04, Orange County, California",6815,681,3679,525,0,17,104,71,1609,325,1423,417
1400000US06059086405,06059086405,"Census Tract 864.05, Orange County, California",7568,461,4185,430,0,17,33,39,919,177,2431,471
1400000US06059086406,06059086406,"Census Tract 864.06, Orange County, California",4245,298,2630,255,0,12,0,12,623,152,992,173
1400000US06059086407,06059086407,"Census Tract 864.07, Orange County, California",6693,605,4042,511,0,17,73,63,1277,383,1301,475
1400000US06059086501,06059086501,"Census Tract 865.01, Orange County, California",4421,456,2901,383,0,12,51,67,373,122,1096,297
1400000US06059086502,06059086502,"Census Tract 865.02, Orange County, California",6320,528,3404,396,0,17,16,25,642,203,2258,332
1400000US06059086601,06059086601,"Census Tract 866.01, Orange County, California",10194,662,6209,658,16,25,111,114,1388,310,2470,412
1400000US06059086602,06059086602,"Census Tract 866.02, Orange County, California",6505,486,3918,383,0,17,63,61,1129,239,1395,290
1400000US06059086701,06059086701,"Census Tract 867.01, Orange County, California",9187,674,5588,559,0,17,123,88,1915,408,1561,370
1400000US06059086702,06059086702,"Census Tract 867.02, Orange County, California",7471,480,4297,391,0,17,73,60,1259,296,1842,352
1400000US06059086801,06059086801,"Census Tract 868.01, Orange County, California",3590,303,2542,277,0,12,36,41,649,149,363,171
1400000US06059086802,06059086802,"Census Tract 868.02, Orange County, California",5850,330,3305,367,5,8,47,37,1036,250,1457,314
1400000US06059086803,06059086803,"Census Tract 868.03, Orange County, California",9411,1118,5523,782,0,17,25,39,2256,424,1607,811
1400000US06059086901,06059086901,"Census Tract 869.01, Orange County, California",8685,543,5245,554,0,17,107,81,1270,254,2063,456
1400000US06059086902,06059086902,"Census Tract 869.02, Orange County, California",5951,449,3662,361,64,99,47,47,1307,230,871,332
1400000US06059086903,06059086903,"Census Tract 869.03, Orange County, California",7366,453,4651,419,0,17,174,101,1076,190,1465,303
1400000US06059087001,06059087001,"Census Tract 870.01, Orange County, California",5197,505,3310,413,6,12,49,44,775,155,1057,279
1400000US06059087002,06059087002,"Census Tract 870.02, Orange County, California",7750,733,4388,609,0,17,258,193,1490,425,1614,471
1400000US06059087101,06059087101,"Census Tract 871.01, Orange County, California",4743,404,2534,340,0,12,34,31,1219,265,956,230
1400000US06059087102,06059087102,"Census Tract 871.02, Orange County, California",6631,405,4169,386,0,17,25,37,917,191,1520,398
1400000US06059087103,06059087103,"Census Tract 871.03, Orange County, California",8071,787,4671,685,0,17,80,61,1624,352,1696,411
1400000US06059087105,06059087105,"Census Tract 871.05, Orange County, California",4280,475,2686,414,0,12,36,38,773,131,785,259
1400000US06059087106,06059087106,"Census Tract 871.06, Orange County, California",5164,442,3067,358,9,15,0,17,635,195,1453,438
1400000US06059087200,06059087200,"Census Tract 872, Orange County, California",7924,618,5202,728,0,17,10,17,955,230,1757,510
1400000US06059087300,06059087300,"Census Tract 873, Orange County, California",10296,957,5531,650,0,19,74,62,1398,392,3293,677
1400000US06059087401,06059087401,"Census Tract 874.01, Orange County, California",5024,372,3403,364,8,14,56,53,953,179,604,234
1400000US06059087403,06059087403,"Census Tract 874.03, Orange County, California",3374,336,1986,239,0,12,19,18,237,93,1132,133
1400000US06059087404,06059087404,"Census Tract 874.04, Orange County, California",4332,383,2246,277,5,7,58,57,426,121,1597,289
1400000US06059087405,06059087405,"Census Tract 874.05, Orange County, California",6029,558,3174,431,0,17,73,63,646,236,2136,385
1400000US06059087503,06059087503,"Census Tract 875.03, Orange County, California",6565,618,3627,448,0,17,69,76,883,206,1986,519
1400000US06059087504,06059087504,"Census Tract 875.04, Orange County, California",7407,523,3948,478,0,17,44,42,714,182,2701,371
1400000US06059087505,06059087505,"Census Tract 875.05, Orange County, California",4895,336,2707,282,0,12,19,22,1025,252,1144,296
1400000US06059087601,06059087601,"Census Tract 876.01, Orange County, California",5356,433,2850,385,0,17,19,20,930,205,1557,398
1400000US06059087602,06059087602,"Census Tract 876.02, Orange County, California",7668,603,4538,646,0,17,29,34,1418,346,1683,467
1400000US06059087701,06059087701,"Census Tract 877.01, Orange County, California",5910,420,3800,469,0,17,10,16,1225,249,875,283
1400000US06059087703,06059087703,"Census Tract 877.03, Orange County, California",6059,509,3433,485,0,17,90,76,1495,236,1041,399
1400000US06059087704,06059087704,"Census Tract 877.04, Orange County, California",4951,318,3216,352,0,12,77,70,884,161,774,280
1400000US06059087801,06059087801,"Census Tract 878.01, Orange County, California",5127,362,3099,273,8,12,104,70,1058,218,858,233
1400000US06059087802,06059087802,"Census Tract 878.02, Orange County, California",7500,715,4370,524,18,32,39,44,1631,306,1442,596
1400000US06059087803,06059087803,"Census Tract 878.03, Orange County, California",5501,479,2729,401,22,40,24,23,973,191,1753,354
1400000US06059087805,06059087805,"Census Tract 878.05, Orange County, California",6860,571,3980,423,0,17,29,29,1242,184,1609,350
1400000US06059087806,06059087806,"Census Tract 878.06, Orange County, California",5876,553,2817,409,0,17,92,99,1389,350,1578,286
1400000US06059087901,06059087901,"Census Tract 879.01, Orange County, California",3960,423,1983,299,0,12,13,19,1179,235,785,260
1400000US06059087902,06059087902,"Census Tract 879.02, Orange County, California",5947,499,3152,417,4,8,43,59,1394,253,1354,326
1400000US06059088001,06059088001,"Census Tract 880.01, Orange County, California",4765,456,2396,377,18,20,94,60,1379,289,878,274
1400000US06059088002,06059088002,"Census Tract 880.02, Orange County, California",3814,320,2413,235,58,67,50,40,981,197,312,89
1400000US06059088101,06059088101,"Census Tract 881.01, Orange County, California",2177,183,1377,186,20,31,39,30,338,109,403,144
1400000US06059088104,06059088104,"Census Tract 881.04, Orange County, California",4967,318,2593,300,29,34,27,26,1354,237,964,233
1400000US06059088105,06059088105,"Census Tract 881.05, Orange County, California",4693,344,2430,290,0,12,76,77,1482,219,705,277
1400000US06059088106,06059088106,"Census Tract 881.06, Orange County, California",5114,386,2682,318,0,17,39,34,1261,207,1132,251
1400000US06059088107,06059088107,"Census Tract 881.07, Orange County, California",5779,450,2674,279,0,17,81,74,2237,302,787,259
1400000US06059088201,06059088201,"Census Tract 882.01, Orange County, California",4466,328,2710,302,0,12,23,23,867,142,866,260
1400000US06059088202,06059088202,"Census Tract 882.02, Orange County, California",3217,241,2012,195,0,12,5,7,947,140,253,80
1400000US06059088203,06059088203,"Census Tract 882.03, Orange County, California",5309,309,2795,316,8,14,138,116,1450,298,918,273
1400000US06059088301,06059088301,"Census Tract 883.01, Orange County, California",6918,715,4199,531,7,11,49,34,1586,248,1077,246
1400000US06059088302,06059088302,"Census Tract 883.02, Orange County, California",6374,359,3631,403,44,50,68,43,1920,310,711,190
1400000US06059088401,06059088401,"Census Tract 884.01, Orange County, California",6091,463,3567,428,0,17,48,38,1542,214,934,303
1400000US06059088402,06059088402,"Census Tract 884.02, Orange County, California",5103,493,2659,316,22,34,244,158,1080,143,1098,303
1400000US06059088403,06059088403,"Census Tract 884.03, Orange County, California",7641,580,4345,490,8,13,70,73,1530,257,1688,333
1400000US06059088501,06059088501,"Census Tract 885.01, Orange County, California",6911,524,3917,479,0,17,112,90,1715,268,1167,283
1400000US06059088502,06059088502,"Census Tract 885.02, Orange County, California",5222,401,2589,324,50,54,25,21,1522,187,1036,264
1400000US06059088601,06059088601,"Census Tract 886.01, Orange County, California",6480,413,3267,457,29,42,19,27,2133,327,1032,326
1400000US06059088602,06059088602,"Census Tract 886.02, Orange County, California",4363,314,2741,322,0,12,48,34,1308,193,266,147
1400000US06059088701,06059088701,"Census Tract 887.01, Orange County, California",6191,312,2903,217,0,17,17,26,1901,268,1370,252
1400000US06059088702,06059088702,"Census Tract 887.02, Orange County, California",6458,445,3004,369,0,17,33,29,2625,261,796,207
1400000US06059088801,06059088801,"Census Tract 888.01, Orange County, California",7622,383,3653,397,0,17,0,17,2829,315,1140,283
1400000US06059088802,06059088802,"Census Tract 888.02, Orange County, California",5374,401,2649,347,1,3,84,55,1783,160,857,215
1400000US06059088901,06059088901,"Census Tract 889.01, Orange County, California",7187,509,2648,308,0,17,116,86,2980,349,1443,422
1400000US06059088902,06059088902,"Census Tract 889.02, Orange County, California",4378,316,1692,274,0,12,74,53,1724,197,888,234
1400000US06059088903,06059088903,"Census Tract 889.03, Orange County, California",8926,537,3963,403,57,45,153,112,3410,357,1343,411
1400000US06059088904,06059088904,"Census Tract 889.04, Orange County, California",5761,444,2375,325,0,17,19,29,2820,383,547,218
1400000US06059088905,06059088905,"Census Tract 889.05, Orange County, California",5456,620,1950,334,0,17,68,46,2553,317,885,370
1400000US06059089001,06059089001,"Census Tract 890.01, Orange County, California",7696,511,2777,373,68,94,50,39,3021,373,1780,356
1400000US06059089003,06059089003,"Census Tract 890.03, Orange County, California",3822,317,1702,236,24,36,83,74,1049,168,964,202
1400000US06059089004,06059089004,"Census Tract 890.04, Orange County, California",7422,603,3312,507,0,17,49,43,2087,392,1974,429
1400000US06059089102,06059089102,"Census Tract 891.02, Orange County, California",7021,488,3817,432,0,17,68,50,1725,274,1411,396
1400000US06059089104,06059089104,"Census Tract 891.04, Orange County, California",6150,529,3104,462,0,17,10,17,1121,222,1915,367
1400000US06059089105,06059089105,"Census Tract 891.05, Orange County, California",6543,496,3392,399,0,17,47,44,1075,240,2029,340
1400000US06059089106,06059089106,"Census Tract 891.06, Orange County, California",4388,261,1987,181,6,8,11,16,931,154,1453,226
1400000US06059089107,06059089107,"Census Tract 891.07, Orange County, California",5353,394,2956,353,22,40,30,36,1560,274,785,224
1400000US06059099202,06059099202,"Census Tract 992.02, Orange County, California",8430,595,4008,539,24,30,195,207,2594,352,1609,458
1400000US06059099203,06059099203,"Census Tract 992.03, Orange County, California",6416,576,2837,367,38,50,25,31,2589,338,927,344
1400000US06059099204,06059099204,"Census Tract 992.04, Orange County, California",4488,352,1843,332,0,12,37,34,2064,275,544,209
1400000US06059099212,06059099212,"Census Tract 992.12, Orange County, California",5457,360,4124,338,0,17,19,23,752,188,562,225
1400000US06059099214,06059099214,"Census Tract 992.14, Orange County, California",3568,292,3134,285,0,12,39,31,340,97,55,47
1400000US06059099215,06059099215,"Census Tract 992.15, Orange County, California",5180,391,4292,417,14,23,17,20,494,111,363,149
1400000US06059099216,06059099216,"Census Tract 992.16, Orange County, California",4394,290,3619,287,0,12,39,34,476,142,260,195
1400000US06059099217,06059099217,"Census Tract 992.17, Orange County, California",2448,176,2187,180,8,11,32,23,216,56,5,9
1400000US06059099220,06059099220,"Census Tract 992.20, Orange County, California",5493,556,4989,567,14,24,21,33,373,122,96,84
1400000US06059099222,06059099222,"Census Tract 992.22, Orange County, California",5476,405,2723,371,0,17,68,42,2129,247,556,259
1400000US06059099223,06059099223,"Census Tract 992.23, Orange County, California",4750,328,2221,275,0,12,14,19,1850,229,665,191
1400000US06059099224,06059099224,"Census Tract 992.24, Orange County, California",3653,257,2373,191,0,12,19,20,1075,197,186,74
1400000US06059099225,06059099225,"Census Tract 992.25, Orange County, California",3390,244,2343,266,0,12,22,20,939,145,86,57
1400000US06059099226,06059099226,"Census Tract 992.26, Orange County, California",4383,287,2213,292,0,12,35,31,1776,192,359,202
1400000US06059099227,06059099227,"Census Tract 992.27, Orange County, California",5931,455,3758,354,14,22,39,35,1349,246,771,288
1400000US06059099229,06059099229,"Census Tract 992.29, Orange County, California",6231,428,4201,416,52,62,66,52,1385,364,527,185
1400000US06059099230,06059099230,"Census Tract 992.30, Orange County, California",4718,274,3840,272,9,14,8,17,707,212,154,79
1400000US06059099231,06059099231,"Census Tract 992.31, Orange County, California",5403,285,4357,280,0,17,63,52,866,171,117,88
1400000US06059099232,06059099232,"Census Tract 992.32, Orange County, California",5493,304,4167,303,0,17,108,72,1079,226,139,70
1400000US06059099233,06059099233,"Census Tract 992.33, Orange County, California",3310,181,2424,189,0,12,20,23,716,119,150,76
1400000US06059099234,06059099234,"Census Tract 992.34, Orange County, California",3505,200,2531,236,0,12,63,54,768,153,143,74
1400000US06059099235,06059099235,"Census Tract 992.35, Orange County, California",4661,328,3898,355,35,52,21,24,512,172,195,96
1400000US06059099237,06059099237,"Census Tract 992.37, Orange County, California",3648,250,3419,258,7,12,0,12,200,68,22,24
1400000US06059099238,06059099238,"Census Tract 992.38, Orange County, California",4356,327,3610,298,0,12,0,12,557,155,189,123
1400000US06059099239,06059099239,"Census Tract 992.39, Orange County, California",3629,212,3052,189,0,12,23,27,444,108,110,56
1400000US06059099240,06059099240,"Census Tract 992.40, Orange County, California",5165,392,4479,393,62,77,32,36,406,197,186,127
1400000US06059099241,06059099241,"Census Tract 992.41, Orange County, California",4453,397,2846,344,18,21,27,24,1126,272,436,248
1400000US06059099242,06059099242,"Census Tract 992.42, Orange County, California",3823,293,2873,254,10,17,28,47,486,148,426,171
1400000US06059099243,06059099243,"Census Tract 992.43, Orange County, California",4273,251,3686,259,0,12,47,34,466,150,74,45
1400000US06059099244,06059099244,"Census Tract 992.44, Orange County, California",3610,213,3131,232,0,12,56,54,354,99,69,63
1400000US06059099245,06059099245,"Census Tract 992.45, Orange County, California",2914,147,2550,160,0,12,12,19,289,79,63,60
1400000US06059099246,06059099246,"Census Tract 992.46, Orange County, California",3477,259,2961,232,8,13,91,62,338,96,79,50
1400000US06059099247,06059099247,"Census Tract 992.47, Orange County, California",3542,235,1636,196,11,16,25,19,1106,141,764,251
1400000US06059099248,06059099248,"Census Tract 992.48, Orange County, California",5743,631,2698,372,31,35,76,50,924,212,2014,491
1400000US06059099249,06059099249,"Census Tract 992.49, Orange County, California",4690,287,2440,207,0,12,38,30,723,129,1489,209
1400000US06059099250,06059099250,"Census Tract 992.50, Orange County, California",2913,207,2017,276,0,12,71,65,572,209,253,154
1400000US06059099251,06059099251,"Census Tract 992.51, Orange County, California",5949,525,4099,513,0,17,0,17,1072,340,778,425
1400000US06059099305,06059099305,"Census Tract 993.05, Orange County, California",7620,385,6155,461,49,53,0,17,521,184,895,281
1400000US06059099306,06059099306,"Census Tract 993.06, Orange County, California",6188,623,5166,493,12,20,191,99,359,209,460,294
1400000US06059099307,06059099307,"Census Tract 993.07, Orange County, California",2579,252,2102,256,0,12,24,23,354,122,99,49
1400000US06059099308,06059099308,"Census Tract 993.08, Orange County, California",6139,337,4828,402,0,17,67,75,1009,194,235,120
1400000US06059099309,06059099309,"Census Tract 993.09, Orange County, California",5234,348,4440,327,42,64,151,109,342,183,259,125
1400000US06059099310,06059099310,"Census Tract 993.10, Orange County, California",4525,482,3644,513,0,12,76,70,406,230,399,361
1400000US06059099311,06059099311,"Census Tract 993.11, Orange County, California",3346,307,2943,286,0,12,91,63,214,106,98,52
1400000US06059099402,06059099402,"Census Tract 994.02, Orange County, California",8838,856,6012,607,0,17,59,57,611,217,2156,530
1400000US06059099404,06059099404,"Census Tract 994.04, Orange County, California",4639,264,4160,262,42,32,63,41,263,109,111,67
1400000US06059099405,06059099405,"Census Tract 994.05, Orange County, California",4389,382,3755,321,0,12,55,60,311,168,268,157
1400000US06059099406,06059099406,"Census Tract 994.06, Orange County, California",4835,282,3719,335,0,12,54,44,595,159,467,194
1400000US06059099407,06059099407,"Census Tract 994.07, Orange County, California",2510,145,2116,148,24,22,31,23,269,78,70,40
1400000US06059099408,06059099408,"Census Tract 994.08, Orange County, California",4603,269,3875,304,0,12,46,36,558,176,124,91
1400000US06059099410,06059099410,"Census Tract 994.10, Orange County, California",5102,360,3822,356,19,32,58,41,705,209,498,189
1400000US06059099411,06059099411,"Census Tract 994.11, Orange County, California",5596,368,4341,410,25,40,26,30,445,138,759,361
1400000US06059099412,06059099412,"Census Tract 994.12, Orange County, California",4811,328,3889,280,0,12,29,29,401,139,492,249
1400000US06059099413,06059099413,"Census Tract 994.13, Orange County, California",8559,511,6535,569,0,17,67,50,1155,337,802,325
1400000US06059099415,06059099415,"Census Tract 994.15, Orange County, California",5738,274,4853,304,33,27,61,45,727,139,64,43
1400000US06059099416,06059099416,"Census Tract 994.16, Orange County, California",4775,378,4315,396,0,12,15,25,333,151,112,75
1400000US06059099417,06059099417,"Census Tract 994.17, Orange County, California",4526,295,3891,303,0,12,50,33,470,134,115,71
1400000US06059099502,06059099502,"Census Tract 995.02, Orange County, California",460,106,395,107,29,24,8,9,23,16,5,8
1400000US06059099504,06059099504,"Census Tract 995.04, Orange County, California",2661,234,2448,238,0,12,58,88,123,67,32,30
1400000US06059099506,06059099506,"Census Tract 995.06, Orange County, California",945,124,808,116,0,12,29,35,72,48,36,30
1400000US06059099508,06059099508,"Census Tract 995.08, Orange County, California",4860,460,3933,448,0,12,39,44,577,210,311,153
1400000US06059099509,06059099509,"Census Tract 995.09, Orange County, California",3360,269,2364,217,0,12,26,41,803,205,167,112
1400000US06059099510,06059099510,"Census Tract 995.10, Orange County, California",4647,258,3605,327,23,35,0,12,800,178,219,115
1400000US06059099511,06059099511,"Census Tract 995.11, Orange County, California",3226,190,3054,174,0,12,17,19,87,49,68,89
1400000US06059099512,06059099512,"Census Tract 995.12, Orange County, California",3186,250,2778,245,0,12,24,24,158,78,226,115
1400000US06059099513,06059099513,"Census Tract 995.13, Orange County, California",2338,342,2086,306,0,12,0,12,210,112,42,39
1400000US06059099514,06059099514,"Census Tract 995.14, Orange County, California",4809,426,3963,416,21,32,36,41,616,193,173,100
1400000US06059099601,06059099601,"Census Tract 996.01, Orange County, California",7301,400,4139,413,53,61,34,43,2071,312,1004,364
1400000US06059099602,06059099602,"Census Tract 996.02, Orange County, California",3415,233,2648,234,10,15,51,49,488,162,218,88
1400000US06059099603,06059099603,"Census Tract 996.03, Orange County, California",6790,460,5134,480,0,17,104,105,1222,264,330,209
1400000US06059099604,06059099604,"Census Tract 996.04, Orange County, California",4101,264,3411,294,19,23,44,56,348,101,279,132
1400000US06059099605,06059099605,"Census Tract 996.05, Orange County, California",4077,257,3200,310,0,12,72,83,698,182,107,66
1400000US06059099701,06059099701,"Census Tract 997.01, Orange County, California",6181,559,2688,453,12,18,86,60,2414,295,981,326
1400000US06059099702,06059099702,"Census Tract 997.02, Orange County, California",8129,698,4572,580,0,17,69,72,2609,385,879,427
1400000US06059099703,06059099703,"Census Tract 997.03, Orange County, California",5748,473,3607,414,11,17,80,111,1787,373,263,106
1400000US06059099801,06059099801,"Census Tract 998.01, Orange County, California",5855,515,3032,337,0,17,0,17,1871,248,952,396
1400000US06059099802,06059099802,"Census Tract 998.02, Orange County, California",5100,369,2234,332,9,14,47,41,1866,163,944,241
1400000US06059099803,06059099803,"Census Tract 998.03, Orange County, California",5368,476,2331,300,13,20,63,50,2028,290,933,290
1400000US06059099902,06059099902,"Census Tract 999.02, Orange County, California",4442,350,3297,343,12,20,29,32,866,240,238,124
1400000US06059099903,06059099903,"Census Tract 999.03, Orange County, California",6143,569,3023,357,0,17,204,167,1512,223,1404,417
1400000US06059099904,06059099904,"Census Tract 999.04, Orange County, California",6536,509,3158,370,4,7,87,62,2091,243,1196,372
1400000US06059099905,06059099905,"Census Tract 999.05, Orange County, California",4325,413,2954,345,4,11,30,32,811,211,526,251
1400000US06059099906,06059099906,"Census Tract 999.06, Orange County, California",5105,423,4080,370,0,17,36,39,748,159,241,102
1400000US06059110001,06059110001,"Census Tract 1100.01, Orange County, California",4488,319,3875,277,0,12,33,29,373,95,207,133
1400000US06059110003,06059110003,"Census Tract 1100.03, Orange County, California",3240,241,2612,235,0,12,46,52,420,158,162,88
1400000US06059110004,06059110004,"Census Tract 1100.04, Orange County, California",5085,290,4247,253,0,17,82,77,505,139,251,156
1400000US06059110005,06059110005,"Census Tract 1100.05, Orange County, California",3034,193,2752,186,0,12,0,12,215,110,67,42
1400000US06059110006,06059110006,"Census Tract 1100.06, Orange County, California",3144,177,2699,192,0,12,8,12,264,76,173,99
1400000US06059110007,06059110007,"Census Tract 1100.07, Orange County, California",4978,183,4496,195,16,25,13,20,346,106,107,96
1400000US06059110008,06059110008,"Census Tract 1100.08, Orange County, California",4436,225,3838,250,13,20,48,36,370,130,167,76
1400000US06059110010,06059110010,"Census Tract 1100.10, Orange County, California",4910,277,3766,279,0,12,59,71,797,170,288,109
1400000US06059110011,06059110011,"Census Tract 1100.11, Orange County, California",2853,218,2107,200,15,21,26,23,473,103,232,132
1400000US06059110012,06059110012,"Census Tract 1100.12, Orange County, California",5084,214,4313,272,0,17,46,29,651,164,74,66
1400000US06059110014,06059110014,"Census Tract 1100.14, Orange County, California",5188,300,3997,317,77,52,68,49,525,163,521,191
1400000US06059110015,06059110015,"Census Tract 1100.15, Orange County, California",3381,309,3016,314,0,12,29,36,305,115,31,46
1400000US06059110102,06059110102,"Census Tract 1101.02, Orange County, California",5708,362,3871,388,17,29,82,52,1374,233,364,131
1400000US06059110104,06059110104,"Census Tract 1101.04, Orange County, California",5714,307,3488,318,0,17,153,129,1274,171,799,239
1400000US06059110106,06059110106,"Census Tract 1101.06, Orange County, California",3689,263,2722,309,30,47,30,26,470,129,437,164
1400000US06059110108,06059110108,"Census Tract 1101.08, Orange County, California",2895,245,2439,246,0,12,24,25,334,95,98,80
1400000US06059110109,06059110109,"Census Tract 1101.09, Orange County, California",5556,352,3605,378,52,46,44,49,1174,249,681,324
1400000US06059110110,06059110110,"Census Tract 1101.10, Orange County, California",5885,325,3814,303,11,16,38,48,927,180,1095,234
